FID,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags,the_geom
aws_1day.6418.2020-01-06 00:00:00.0,6418,2020-01-06T00:00:00,1023,7,8,6,81,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-06 00:00:00.0,6472,2020-01-06T00:00:00,991,3,7,-1,78,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-07 00:00:00.0,6418,2020-01-07T00:00:00,1023,8,10,5,92,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-07 00:00:00.0,6472,2020-01-07T00:00:00,992,5,7,3,92,1,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-08 00:00:00.0,6418,2020-01-08T00:00:00,1021,10,12,9,95,2,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-08 00:00:00.0,6472,2020-01-08T00:00:00,990,9,10,6,95,1,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-09 00:00:00.0,6418,2020-01-09T00:00:00,1009,11,13,9,92,1,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-09 00:00:00.0,6472,2020-01-09T00:00:00,981,10,11,8,93,15,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-10 00:00:00.0,6418,2020-01-10T00:00:00,1020,8,9,7,85,1,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-10 00:00:00.0,6472,2020-01-10T00:00:00,987,6,8,3,90,3,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-11 00:00:00.0,6418,2020-01-11T00:00:00,1026,7,8,6,77,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-11 00:00:00.0,6472,2020-01-11T00:00:00,996,3,5,2,87,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-12 00:00:00.0,6418,2020-01-12T00:00:00,1019,8,11,6,85,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-12 00:00:00.0,6472,2020-01-12T00:00:00,990,4,6,1,90,1,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-13 00:00:00.0,6418,2020-01-13T00:00:00,1011,8,10,5,88,1,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-13 00:00:00.0,6472,2020-01-13T00:00:00,983,6,8,4,92,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-14 00:00:00.0,6418,2020-01-14T00:00:00,1000,10,12,8,85,3,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-14 00:00:00.0,6472,2020-01-14T00:00:00,975,8,10,7,77,0,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-15 00:00:00.0,6418,2020-01-15T00:00:00,1008,9,12,7,80,1,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-15 00:00:00.0,6472,2020-01-15T00:00:00,981,9,11,8,74,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-16 00:00:00.0,6418,2020-01-16T00:00:00,1018,8,12,5,85,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-16 00:00:00.0,6472,2020-01-16T00:00:00,989,8,10,4,81,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-17 00:00:00.0,6418,2020-01-17T00:00:00,1013,9,11,5,77,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-17 00:00:00.0,6472,2020-01-17T00:00:00,983,6,8,2,81,4,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-18 00:00:00.0,6418,2020-01-18T00:00:00,1025,6,8,5,76,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-18 00:00:00.0,6472,2020-01-18T00:00:00,991,2,5,0,86,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-19 00:00:00.0,6418,2020-01-19T00:00:00,1040,7,8,6,79,2,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-19 00:00:00.0,6472,2020-01-19T00:00:00,1003,1,4,-2,96,1,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-20 00:00:00.0,6418,2020-01-20T00:00:00,1046,5,7,4,92,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-20 00:00:00.0,6472,2020-01-20T00:00:00,1010,1,4,-3,93,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-21 00:00:00.0,6418,2020-01-21T00:00:00,1040,2,4,0,99,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-21 00:00:00.0,6472,2020-01-21T00:00:00,1005,-1,3,-5,86,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-22 00:00:00.0,6418,2020-01-22T00:00:00,1036,4,6,2,100,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-22 00:00:00.0,6472,2020-01-22T00:00:00,1000,-2,2,-7,95,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-23 00:00:00.0,6418,2020-01-23T00:00:00,1030,6,7,4,91,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-23 00:00:00.0,6472,2020-01-23T00:00:00,994,1,3,0,94,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-24 00:00:00.0,6418,2020-01-24T00:00:00,1022,3,4,2,96,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-24 00:00:00.0,6472,2020-01-24T00:00:00,988,0,3,-3,89,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-25 00:00:00.0,6418,2020-01-25T00:00:00,1019,2,4,1,97,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-25 00:00:00.0,6472,2020-01-25T00:00:00,986,3,9,-3,92,0,1,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-26 00:00:00.0,6418,2020-01-26T00:00:00,1012,6,9,4,94,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-26 00:00:00.0,6472,2020-01-26T00:00:00,981,5,8,3,85,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-27 00:00:00.0,6418,2020-01-27T00:00:00,1001,8,9,7,90,1,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-27 00:00:00.0,6472,2020-01-27T00:00:00,972,6,7,6,91,12,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-28 00:00:00.0,6418,2020-01-28T00:00:00,994,6,7,4,78,5,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-28 00:00:00.0,6472,2020-01-28T00:00:00,964,3,6,2,83,2,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-29 00:00:00.0,6418,2020-01-29T00:00:00,1007,7,9,6,76,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-29 00:00:00.0,6472,2020-01-29T00:00:00,976,4,5,2,80,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-30 00:00:00.0,6418,2020-01-30T00:00:00,1005,8,11,6,91,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-30 00:00:00.0,6472,2020-01-30T00:00:00,976,7,11,3,87,3,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-01-31 00:00:00.0,6418,2020-01-31T00:00:00,1006,10,12,9,89,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-01-31 00:00:00.0,6472,2020-01-31T00:00:00,977,10,11,10,87,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-01 00:00:00.0,6418,2020-02-01T00:00:00,1004,10,12,9,87,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-01 00:00:00.0,6472,2020-02-01T00:00:00,974,9,10,6,89,24,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-02 00:00:00.0,6418,2020-02-02T00:00:00,1007,9,12,7,89,1,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-02 00:00:00.0,6472,2020-02-02T00:00:00,977,9,12,5,89,14,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-03 00:00:00.0,6418,2020-02-03T00:00:00,1011,9,10,7,86,4,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-03 00:00:00.0,6472,2020-02-03T00:00:00,979,8,10,3,89,20,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-04 00:00:00.0,6418,2020-02-04T00:00:00,1017,7,8,7,77,1,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-04 00:00:00.0,6472,2020-02-04T00:00:00,983,4,5,2,89,5,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-05 00:00:00.0,6418,2020-02-05T00:00:00,1034,7,8,6,80,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-05 00:00:00.0,6472,2020-02-05T00:00:00,1000,3,5,-1,87,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-06 00:00:00.0,6418,2020-02-06T00:00:00,1031,6,9,4,84,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-06 00:00:00.0,6472,2020-02-06T00:00:00,996,1,5,-2,89,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-07 00:00:00.0,6418,2020-02-07T00:00:00,1021,6,9,1,77,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-07 00:00:00.0,6472,2020-02-07T00:00:00,989,4,10,0,66,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-08 00:00:00.0,6418,2020-02-08T00:00:00,1016,9,10,8,86,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-08 00:00:00.0,6472,2020-02-08T00:00:00,986,6,9,2,76,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-09 00:00:00.0,6418,2020-02-09T00:00:00,997,10,13,8,81,3,15,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-09 00:00:00.0,6472,2020-02-09T00:00:00,974,8,11,6,81,7,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-10 00:00:00.0,6418,2020-02-10T00:00:00,995,8,10,5,71,4,13,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-10 00:00:00.0,6472,2020-02-10T00:00:00,967,6,8,3,79,11,11,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-11 00:00:00.0,6418,2020-02-11T00:00:00,1005,7,8,6,56,1,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-11 00:00:00.0,6472,2020-02-11T00:00:00,975,3,5,2,73,1,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-12 00:00:00.0,6418,2020-02-12T00:00:00,1013,7,8,5,66,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-12 00:00:00.0,6472,2020-02-12T00:00:00,982,3,5,2,84,3,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-13 00:00:00.0,6418,2020-02-13T00:00:00,999,7,10,5,83,2,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-13 00:00:00.0,6472,2020-02-13T00:00:00,970,4,7,1,86,11,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-14 00:00:00.0,6418,2020-02-14T00:00:00,1017,8,10,7,75,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-14 00:00:00.0,6472,2020-02-14T00:00:00,986,6,8,4,83,1,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-15 00:00:00.0,6418,2020-02-15T00:00:00,1010,10,13,8,80,1,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-15 00:00:00.0,6472,2020-02-15T00:00:00,984,8,11,5,76,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-16 00:00:00.0,6418,2020-02-16T00:00:00,998,11,14,8,85,12,14,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-16 00:00:00.0,6472,2020-02-16T00:00:00,974,11,15,6,73,12,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-17 00:00:00.0,6418,2020-02-17T00:00:00,1010,8,9,5,78,4,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-17 00:00:00.0,6472,2020-02-17T00:00:00,981,7,9,6,76,1,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-18 00:00:00.0,6418,2020-02-18T00:00:00,1018,8,10,5,75,10,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-18 00:00:00.0,6472,2020-02-18T00:00:00,988,5,7,4,77,1,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-19 00:00:00.0,6418,2020-02-19T00:00:00,1018,7,8,6,75,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-19 00:00:00.0,6472,2020-02-19T00:00:00,986,4,6,2,81,7,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-20 00:00:00.0,6418,2020-02-20T00:00:00,1012,8,11,4,81,3,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
